,0
2998,1
2999,1
3000,0
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,0
3008,1
3009,0
3010,0
3011,1
3012,1
3013,1
3014,1
3015,1
3016,1
3017,0
3018,1
3019,0
3020,1
3021,1
3022,0
3023,1
3024,0
3025,0
3026,3
3027,3
3028,0
3029,1
3030,0
3031,1
3032,0
3033,2
3034,0
3035,2
3036,1
3037,1
3038,1
3039,1
3040,0
3041,0
3042,0
3043,1
3044,0
3045,0
3046,0
3047,0
3048,0
3049,1
3050,3
3051,1
3052,0
3053,0
3054,1
3055,1
3056,1
3057,1
3058,0
3059,3
3060,0
3061,1
3062,1
3063,0
3064,1
3065,2
3066,1
3067,1
3068,1
3069,1
3070,0
3071,0
3072,1
3073,1
3074,0
3075,0
3076,1
3077,1
3078,0
3079,0
3080,0
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,1
3089,0
3090,1
3091,1
3092,1
3093,0
3094,1
3095,1
3096,1
3097,0
3098,1
3099,0
3100,1
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,0
3108,1
3109,1
3110,1
3111,1
3112,1
3113,1
3114,0
3115,1
3116,1
3117,0
3118,0
3119,2
3120,1
3121,0
3122,0
3123,0
3124,1
3125,0
3126,1
3127,0
3128,1
3129,1
3130,0
3131,1
3132,1
3133,0
3134,0
3135,0
3136,0
3137,0
3138,1
3139,2
3140,0
3141,0
3142,0
3143,1
3144,1
3145,1
3146,1
3147,0
3148,1
3149,1
3150,2
3151,1
3152,1
3153,1
3154,1
3155,0
3156,1
3157,1
3158,1
3159,1
3160,0
3161,0
3162,1
3163,1
3164,1
3165,1
3166,0
3167,1
3168,1
3169,1
3170,0
3171,1
3172,1
3173,1
3174,0
3175,2
3176,0
3177,0
3178,1
3179,0
3180,1
3181,0
3182,1
3183,1
3184,1
3185,1
3186,1
3187,0
3188,0
3189,1
3190,1
3191,0
3192,0
3193,0
3194,2
3195,1
3196,0
3197,1
3198,2
3199,0
3200,0
3201,1
3202,0
3203,0
3204,1
3205,0
3206,0
3207,1
3208,0
3209,1
3210,1
3211,1
3212,0
3213,0
3214,1
3215,0
3216,1
3217,1
3218,1
3219,0
3220,1
3221,1
3222,0
3223,2
3224,1
3225,1
3226,0
3227,1
3228,0
3229,1
3230,1
3231,1
3232,0
3233,1
3234,1
3235,0
3236,1
3237,0
3238,0
3239,1
3240,1
3241,1
3242,1
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,1
3250,2
3251,0
3252,0
3253,1
3254,0
3255,1
3256,1
3257,0
3258,2
3259,1
3260,1
3261,1
3262,1
3263,0
3264,1
3265,1
3266,1
3267,0
3268,1
3269,1
3270,1
3271,0
3272,1
3273,0
3274,1
3275,1
3276,2
3277,2
3278,0
3279,1
3280,0
3281,0
3282,1
3283,1
3284,1
3285,0
3286,1
3287,1
3288,1
3289,0
3290,0
3291,1
3292,1
3293,0
3294,0
3295,1
3296,2
3297,0
3298,1
3299,0
3300,1
3301,2
3302,0
3303,0
3304,1
3305,1
3306,2
3307,1
3308,1
3309,0
3310,1
3311,1
3312,0
3313,1
3314,1
3315,1
3316,0
3317,1
3318,0
3319,1
3320,1
3321,0
3322,1
3323,1
3324,0
3325,0
3326,0
3327,0
3328,1
3329,1
3330,1
3331,1
3332,1
3333,0
3334,1
3335,0
3336,1
3337,1
3338,0
3339,0
3340,1
3341,1
3342,1
3343,0
3344,1
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3352,1
3353,1
3354,1
3355,1
3356,0
3357,1
3358,1
3359,0
3360,0
3361,1
3362,1
3363,1
3364,2
3365,1
3366,1
3367,1
3368,1
3369,2
3370,1
3371,1
3372,1
3373,0
3374,0
3375,1
3376,0
3377,1
3378,1
3379,1
3380,0
3381,1
3382,1
3383,0
3384,1
3385,0
3386,0
3387,1
3388,1
3389,3
3390,1
3391,0
3392,3
3393,1
3394,0
3395,0
3396,1
3397,1
3398,0
3399,0
3400,1
3401,1
3402,1
3403,0
3404,1
3405,0
3406,0
3407,0
3408,1
3409,0
3410,1
3411,0
3412,1
3413,1
3414,1
3415,0
3416,1
3417,1
3418,0
3419,0
3420,0
3421,0
3422,1
3423,1
3424,2
3425,3
3426,1
3427,0
3428,1
3429,1
3430,1
3431,1
3432,0
3433,1
3434,0
3435,1
3436,1
3437,1
3438,1
3439,1
3440,1
3441,1
3442,0
3443,1
3444,1
3445,1
3446,1
3447,1
3448,0
3449,0
3450,1
3451,1
3452,2
3453,1
3454,0
3455,1
3456,2
3457,1
3458,1
3459,2
3460,0
3461,1
3462,0
3463,0
3464,0
3465,1
3466,0
3467,2
3468,1
3469,1
3470,0
3471,1
3472,1
3473,2
3474,1
3475,0
3476,0
3477,1
3478,0
3479,1
3480,1
3481,1
3482,1
3483,0
3484,1
3485,1
3486,0
3487,1
3488,1
3489,1
3490,0
3491,0
3492,0
3493,2
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,0
3501,1
3502,0
3503,0
3504,3
3505,0
3506,1
3507,1
3508,1
3509,1
3510,0
3511,0
3512,0
3513,0
3514,0
3515,1
3516,0
3517,0
3518,0
3519,0
3520,0
3521,1
3522,3
3523,0
3524,0
3525,1
3526,0
3527,1
3528,0
3529,0
3530,2
3531,1
3532,0
3533,0
3534,0
3535,1
3536,0
3537,0
3538,1
3539,1
3540,0
3541,0
3542,1
3543,2
3544,1
3545,0
3546,1
3547,1
3548,1
3549,0
3550,0
3551,0
3552,1
3553,0
3554,1
3555,0
3556,1
3557,1
3558,0
3559,0
3560,1
3561,1
3562,1
3563,1
3564,0
3565,1
3566,0
3567,0
3568,1
3569,2
3570,1
3571,1
3572,0
3573,0
3574,1
3575,1
3576,0
3577,3
3578,3
3579,0
3580,1
3581,1
3582,0
3583,2
3584,1
3585,1
3586,0
3587,0
3588,0
3589,1
3590,3
3591,1
3592,1
3593,1
3594,0
3595,1
3596,1
3597,0
3598,1
3599,1
3600,0
3601,0
3602,1
3603,1
3604,0
3605,0
3606,1
3607,0
3608,0
3609,1
3610,1
3611,0
3612,3
3613,0
3614,2
3615,0
3616,0
3617,0
3618,2
3619,1
3620,0
3621,2
3622,0
3623,0
3624,3
3625,0
3626,1
3627,0
3628,1
3629,1
3630,2
3631,0
3632,2
3633,1
3634,1
3635,0
3636,0
3637,0
3638,0
3639,2
3640,1
3641,1
3642,1
3643,2
3644,0
3645,1
3646,1
3647,0
3648,1
3649,0
3650,0
3651,1
3652,1
3653,0
3654,0
3655,2
3656,0
3657,1
3658,1
3659,1
3660,1
3661,1
3662,2
3663,0
3664,1
3665,0
3666,1
3667,2
3668,0
3669,1
3670,1
3671,1
3672,2
3673,1
3674,0
3675,0
3676,1
3677,1
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,1
3685,1
3686,2
3687,1
3688,0
3689,0
3690,1
3691,1
3692,0
3693,0
3694,2
3695,1
3696,0
3697,1
3698,1
3699,1
3700,0
3701,1
3702,0
3703,0
3704,0
3705,1
3706,1
3707,0
3708,0
3709,0
3710,1
3711,1
3712,0
3713,1
3714,0
3715,0
3716,0
3717,1
3718,1
3719,0
3720,1
3721,1
3722,1
3723,1
3724,0
3725,1
3726,1
3727,1
3728,1
3729,1
3730,0
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,2
3739,0
3740,0
3741,0
3742,0
3743,2
3744,2
3745,1
3746,1
3747,1
3748,0
3749,0
3750,1
3751,3
3752,1
3753,1
3754,0
3755,1
3756,0
3757,1
3758,1
3759,1
3760,0
3761,0
3762,1
3763,0
3764,1
3765,1
3766,0
3767,1
3768,0
3769,1
3770,0
3771,0
3772,2
3773,1
3774,1
3775,2
3776,0
3777,1
3778,0
3779,2
3780,0
3781,0
3782,1
3783,3
3784,0
3785,0
3786,1
3787,2
3788,1
3789,1
3790,1
3791,1
3792,0
3793,1
3794,1
3795,0
3796,1
3797,3
3798,1
3799,2
3800,1
3801,0
3802,0
3803,1
3804,0
3805,1
3806,1
3807,1
3808,1
3809,0
3810,0
3811,1
3812,1
3813,2
3814,1
3815,1
3816,1
3817,3
3818,1
3819,1
3820,1
3821,1
3822,0
3823,1
3824,1
3825,0
3826,3
3827,1
3828,1
3829,1
3830,0
3831,0
3832,0
3833,1
3834,1
3835,1
3836,1
3837,1
3838,0
3839,0
3840,1
3841,1
3842,2
3843,2
3844,0
3845,0
3846,1
3847,0
3848,1
3849,1
3850,1
3851,1
3852,1
3853,0
3854,0
3855,1
3856,0
3857,1
3858,0
3859,2
3860,0
3861,1
3862,0
3863,1
3864,2
3865,0
3866,1
3867,1
3868,2
3869,1
3870,1
3871,0
3872,0
3873,1
3874,1
3875,1
3876,2
3877,0
3878,1
3879,1
3880,1
3881,0
3882,0
3883,0
3884,1
3885,2
3886,1
3887,1
3888,0
3889,1
3890,1
3891,2
3892,0
3893,1
3894,0
3895,1
3896,1
3897,1
3898,0
3899,0
3900,0
3901,0
3902,1
3903,0
3904,0
3905,1
3906,0
3907,0
3908,1
3909,0
3910,1
3911,3
3912,3
3913,2
3914,0
3915,0
3916,0
3917,1
3918,1
3919,0
3920,1
3921,1
3922,0
3923,0
3924,0
3925,0
3926,1
3927,0
3928,1
3929,1
3930,0
3931,1
3932,1
3933,0
3934,1
3935,0
3936,0
3937,0
3938,1
3939,1
3940,0
3941,0
3942,1
3943,0
3944,0
3945,0
3946,0
3947,0
3948,1
3949,1
3950,2
3951,1
3952,0
3953,0
3954,1
3955,0
3956,0
3957,1
3958,2
3959,0
3960,1
3961,1
3962,0
3963,3
3964,1
3965,0
3966,0
3967,1
3968,2
3969,1
3970,0
3971,0
3972,1
3973,0
3974,1
3975,0
3976,0
3977,1
3978,0
3979,0
3980,1
3981,1
3982,1
3983,0
3984,1
3985,1
3986,0
3987,1
3988,0
3989,1
3990,0
3991,0
3992,0
3993,0
3994,2
3995,1
3996,0
3997,0
3998,1
3999,0
4000,0
4001,0
4002,1
4003,1
4004,1
4005,0
4006,0
4007,1
4008,1
4009,1
4010,0
4011,0
4012,0
4013,1
4014,2
4015,1
4016,0
4017,0
4018,0
4019,0
4020,1
4021,1
4022,0
4023,1
4024,0
4025,1
4026,1
4027,1
4028,1
4029,0
4030,0
4031,0
4032,1
4033,1
4034,0
4035,0
4036,0
4037,1
4038,1
4039,1
4040,0
4041,1
4042,1
4043,1
4044,0
4045,1
4046,2
4047,1
4048,0
4049,1
4050,1
4051,2
4052,2
4053,0
4054,1
4055,1
4056,1
4057,2
4058,0
4059,1
4060,0
4061,1
4062,0
4063,1
4064,0
4065,2
4066,1
4067,1
4068,2
4069,1
4070,1
4071,3
4072,0
4073,5
4074,0
4075,1
4076,1
4077,0
4078,0
4079,0
4080,1
4081,1
4082,0
4083,1
4084,1
4085,1
4086,0
4087,0
4088,2
4089,2
4090,1
4091,1
4092,1
4093,0
4094,1
4095,1
4096,1
4097,1
4098,1
4099,0
4100,0
4101,1
4102,1
4103,1
4104,0
4105,1
4106,1
4107,0
4108,0
4109,1
4110,0
4111,1
4112,1
4113,3
4114,1
4115,1
4116,1
4117,1
4118,2
4119,0
4120,2
4121,1
4122,0
4123,1
4124,0
4125,1
4126,1
4127,0
4128,0
4129,0
4130,1
4131,1
4132,0
4133,1
4134,1
4135,0
4136,0
4137,1
4138,0
4139,0
4140,1
4141,1
4142,2
4143,0
4144,1
4145,1
4146,1
4147,1
4148,1
4149,1
4150,1
4151,1
4152,1
4153,0
4154,1
4155,0
4156,0
4157,0
4158,1
4159,1
4160,0
4161,1
4162,0
4163,1
4164,0
4165,0
4166,1
4167,1
4168,2
4169,0
4170,1
4171,0
4172,1
4173,0
4174,1
4175,1
4176,1
4177,1
4178,0
4179,0
4180,0
4181,0
4182,0
4183,1
4184,1
4185,0
4186,1
4187,0
4188,1
4189,1
4190,0
4191,2
4192,0
4193,0
4194,2
4195,0
4196,0
4197,1
4198,1
4199,1
4200,0
4201,2
4202,0
4203,1
4204,1
4205,1
4206,0
4207,1
4208,0
4209,2
4210,1
4211,0
4212,0
4213,1
4214,1
4215,0
4216,2
4217,1
4218,0
4219,0
4220,1
4221,0
4222,1
4223,1
4224,0
4225,0
4226,2
4227,0
4228,1
4229,0
4230,0
4231,1
4232,0
4233,0
4234,0
4235,1
4236,0
4237,1
4238,1
4239,2
4240,1
4241,0
4242,1
4243,0
4244,0
4245,1
4246,1
4247,2
4248,0
4249,1
4250,1
4251,1
4252,2
4253,0
4254,1
4255,2
4256,0
4257,1
4258,0
4259,1
4260,0
4261,0
4262,1
4263,1
4264,0
4265,1
4266,0
4267,0
4268,1
4269,2
4270,0
4271,1
4272,1
4273,2
4274,1
4275,1
4276,1
4277,0
4278,1
4279,1
4280,1
4281,0
4282,1
4283,0
4284,0
4285,1
4286,1
4287,1
4288,1
4289,0
4290,0
4291,1
4292,1
4293,1
4294,1
4295,0
4296,0
4297,0
4298,1
4299,1
4300,2
4301,0
4302,0
4303,0
4304,1
4305,0
4306,1
4307,0
4308,1
4309,1
4310,1
4311,2
4312,1
4313,1
4314,1
4315,1
4316,1
4317,2
4318,1
4319,0
4320,0
4321,0
4322,0
4323,0
4324,3
4325,1
4326,0
4327,2
4328,1
4329,1
4330,0
4331,2
4332,0
4333,0
4334,1
4335,1
4336,1
4337,1
4338,1
4339,1
4340,2
4341,0
4342,1
4343,1
4344,1
4345,1
4346,0
4347,0
4348,0
4349,0
4350,2
4351,1
4352,1
4353,1
4354,2
4355,1
4356,1
4357,3
4358,0
4359,1
4360,0
4361,1
4362,0
4363,4
4364,1
4365,1
4366,2
4367,1
4368,1
4369,1
4370,1
4371,0
4372,0
4373,0
4374,1
4375,1
4376,0
4377,1
4378,1
4379,1
4380,0
4381,0
4382,0
4383,1
4384,1
4385,1
4386,0
4387,1
4388,0
4389,1
4390,1
4391,0
4392,1
4393,0
4394,1
4395,0
4396,1
4397,2
4398,0
4399,1
4400,0
4401,1
4402,0
4403,1
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4414,1
4415,0
4416,0
4417,1
4418,0
4419,1
4420,0
4421,1
4422,0
4423,0
4424,1
4425,1
4426,1
4427,1
4428,0
4429,1
4430,1
4431,1
4432,1
4433,0
4434,1
4435,1
4436,2
4437,1
4438,0
4439,0
4440,0
4441,1
4442,1
4443,0
4444,1
4445,1
4446,0
4447,1
4448,1
4449,0
4450,1
4451,1
4452,0
4453,0
4454,0
4455,0
4456,2
4457,0
4458,1
4459,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,1
4466,0
4467,1
4468,0
4469,0
4470,2
4471,1
4472,0
4473,1
4474,0
4475,1
4476,1
4477,1
4478,0
4479,0
4480,1
4481,1
4482,1
4483,0
4484,2
4485,0
4486,0
4487,0
4488,1
4489,1
4490,1
4491,2
4492,1
4493,0
4494,1
4495,0
4496,1
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,0
4504,1
4505,2
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,0
4516,1
4517,0
4518,1
4519,1
4520,0
4521,1
4522,2
4523,1
4524,0
4525,1
4526,1
4527,2
4528,4
4529,1
4530,0
4531,2
4532,2
4533,0
4534,1
4535,1
4536,1
4537,0
4538,0
4539,1
4540,1
4541,0
4542,1
4543,1
4544,1
4545,0
4546,0
4547,2
4548,1
4549,0
4550,0
4551,2
4552,2
4553,1
4554,0
4555,1
4556,1
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,0
4565,1
4566,1
4567,1
4568,1
4569,0
4570,0
4571,0
4572,0
4573,1
4574,1
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,1
4589,1
4590,0
4591,1
4592,0
4593,0
4594,1
4595,1
4596,1
4597,0
4598,1
4599,0
4600,2
4601,1
4602,0
4603,0
4604,0
4605,0
4606,1
4607,0
4608,1
4609,0
4610,0
4611,1
4612,1
4613,0
4614,1
4615,0
4616,0
4617,0
4618,1
4619,0
4620,0
4621,1
4622,1
4623,2
4624,0
4625,1
4626,1
4627,2
4628,0
4629,1
4630,0
4631,0
4632,1
4633,0
4634,0
4635,1
4636,1
4637,0
4638,0
4639,1
4640,0
4641,1
4642,0
4643,1
4644,0
4645,0
4646,0
4647,2
4648,1
4649,0
4650,1
4651,1
4652,0
4653,1
4654,0
4655,1
4656,1
4657,0
4658,1
4659,0
4660,0
4661,1
4662,0
4663,0
4664,0
4665,0
4666,1
4667,0
4668,0
4669,0
4670,0
4671,1
4672,1
4673,1
4674,0
4675,1
4676,0
4677,1
4678,0
4679,1
4680,0
4681,1
4682,0
4683,2
4684,1
4685,0
4686,0
4687,2
4688,0
4689,0
4690,2
4691,0
4692,1
4693,3
4694,0
4695,1
4696,1
4697,1
4698,0
4699,0
4700,0
4701,2
4702,0
4703,2
4704,4
4705,0
4706,1
4707,1
4708,1
4709,2
4710,0
4711,1
4712,1
4713,0
4714,0
4715,2
4716,1
4717,0
4718,0
4719,0
4720,1
4721,2
4722,1
4723,0
4724,1
4725,1
4726,0
4727,1
4728,0
4729,0
4730,0
4731,1
4732,0
4733,1
4734,0
4735,1
4736,0
4737,2
4738,1
4739,0
4740,2
4741,1
4742,0
4743,1
4744,1
4745,1
4746,0
4747,1
4748,0
4749,1
4750,1
4751,1
4752,0
4753,0
4754,1
4755,0
4756,0
4757,1
4758,1
4759,0
4760,0
4761,2
4762,1
4763,1
4764,0
4765,0
4766,1
4767,0
4768,0
4769,0
4770,0
4771,1
4772,1
4773,1
4774,0
4775,1
4776,0
4777,1
4778,1
4779,0
4780,1
4781,1
4782,0
4783,0
4784,0
4785,0
4786,1
4787,1
4788,1
4789,1
4790,1
4791,0
4792,1
4793,1
4794,0
4795,0
4796,0
4797,1
4798,1
4799,0
4800,3
4801,3
4802,0
4803,0
4804,0
4805,1
4806,0
4807,1
4808,1
4809,0
4810,1
4811,1
4812,1
4813,1
4814,0
4815,1
4816,0
4817,0
4818,1
4819,1
4820,1
4821,1
4822,0
4823,0
4824,1
4825,1
4826,1
4827,0
4828,2
4829,0
4830,0
4831,1
4832,0
4833,0
4834,0
4835,2
4836,1
4837,0
4838,1
4839,0
4840,0
4841,1
4842,0
4843,1
4844,0
4845,1
4846,0
4847,0
4848,0
4849,7
4850,0
4851,0
4852,0
4853,1
4854,1
4855,0
4856,0
4857,0
4858,1
4859,1
4860,0
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,2
4869,0
4870,1
4871,1
4872,1
4873,1
4874,0
4875,1
4876,1
4877,0
4878,0
4879,0
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,0
4888,0
4889,2
4890,0
4891,0
4892,1
4893,1
4894,0
4895,1
4896,0
4897,0
4898,0
4899,0
4900,1
4901,0
4902,0
4903,0
4904,1
4905,0
4906,1
4907,0
4908,0
4909,1
4910,0
4911,0
4912,0
4913,1
4914,1
4915,1
4916,1
4917,0
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,0
4926,0
4927,1
4928,0
4929,0
4930,1
4931,0
4932,1
4933,0
4934,0
4935,0
4936,1
4937,0
4938,1
4939,1
4940,1
4941,0
4942,1
4943,1
4944,1
4945,1
4946,1
4947,2
4948,1
4949,1
4950,2
4951,1
4952,1
4953,3
4954,1
4955,1
4956,4
4957,1
4958,0
4959,1
4960,0
4961,1
4962,0
4963,2
4964,0
4965,1
4966,1
4967,1
4968,0
4969,1
4970,1
4971,0
4972,0
4973,1
4974,0
4975,1
4976,1
4977,1
4978,1
4979,1
4980,2
4981,0
4982,1
4983,2
4984,0
4985,1
4986,2
4987,0
4988,0
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,2
4996,1
4997,1
4998,1
4999,0
5000,1
5001,1
5002,0
5003,2
5004,1
5005,0
5006,2
5007,0
5008,0
5009,0
5010,0
5011,1
5012,1
5013,0
5014,1
5015,1
5016,0
5017,1
5018,0
5019,2
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,0
5027,0
5028,0
5029,1
5030,0
5031,1
5032,1
5033,0
5034,1
5035,1
5036,1
5037,1
5038,0
5039,1
5040,0
5041,1
5042,0
5043,1
5044,1
5045,0
5046,0
5047,1
5048,0
5049,0
5050,2
5051,1
5052,1
5053,1
5054,0
5055,0
5056,1
5057,0
5058,3
5059,0
5060,0
5061,1
5062,0
5063,0
5064,1
5065,0
5066,0
5067,1
5068,2
5069,0
5070,1
5071,1
5072,1
5073,1
5074,0
5075,0
5076,0
5077,0
5078,1
5079,0
5080,2
5081,0
5082,1
5083,1
5084,0
5085,1
5086,1
5087,1
5088,1
5089,1
5090,0
5091,1
5092,0
5093,0
5094,1
5095,0
5096,0
5097,0
5098,0
5099,0
5100,1
5101,1
5102,1
5103,1
5104,0
5105,1
5106,1
5107,1
5108,0
5109,0
5110,1
5111,0
5112,1
5113,1
5114,0
5115,1
5116,0
5117,0
5118,1
5119,1
5120,0
5121,1
5122,1
5123,0
5124,0
5125,0
5126,1
5127,1
5128,1
5129,1
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,0
5137,1
5138,1
5139,0
5140,0
5141,0
5142,2
5143,1
5144,0
5145,0
5146,1
5147,1
5148,1
5149,1
5150,1
5151,0
5152,1
5153,2
5154,1
5155,1
5156,0
5157,0
5158,1
5159,1
5160,0
5161,1
5162,1
5163,2
5164,0
5165,1
5166,0
5167,3
5168,0
5169,1
5170,1
5171,1
5172,0
5173,1
5174,1
5175,0
5176,1
5177,0
5178,1
5179,2
5180,0
5181,0
5182,1
5183,1
5184,0
5185,1
5186,0
5187,1
5188,1
5189,1
5190,0
5191,1
5192,0
5193,1
5194,0
5195,0
5196,0
5197,1
5198,1
5199,0
5200,0
5201,0
5202,1
5203,1
5204,0
5205,2
5206,2
5207,1
5208,0
5209,1
5210,1
5211,0
5212,1
5213,1
5214,0
5215,1
5216,1
5217,1
5218,0
5219,0
5220,1
5221,0
5222,0
5223,1
5224,0
5225,1
5226,1
5227,1
5228,1
5229,1
5230,1
5231,0
5232,1
5233,0
5234,0
5235,1
5236,1
5237,3
5238,1
5239,2
5240,0
5241,0
5242,1
5243,1
5244,0
5245,1
5246,1
5247,1
5248,1
5249,2
5250,1
5251,0
5252,0
5253,0
5254,0
5255,0
5256,1
5257,0
5258,2
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,1
5266,0
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5273,0
5274,1
5275,1
5276,1
5277,0
5278,0
5279,3
5280,2
5281,1
5282,0
5283,1
5284,0
5285,1
5286,1
5287,1
5288,0
5289,1
5290,0
5291,0
5292,1
5293,1
5294,0
5295,1
5296,0
5297,1
5298,0
5299,0
5300,0
5301,0
5302,0
5303,2
5304,1
5305,1
5306,1
5307,1
5308,1
5309,0
5310,1
5311,1
5312,1
5313,1
5314,0
5315,1
5316,0
5317,0
5318,0
5319,1
5320,0
5321,0
5322,0
5323,1
5324,0
5325,0
5326,0
5327,0
5328,1
5329,1
5330,0
5331,1
5332,0
5333,1
5334,0
5335,1
5336,0
5337,1
5338,1
5339,1
5340,1
5341,0
5342,1
5343,1
5344,0
5345,2
5346,0
5347,1
5348,1
5349,0
5350,1
5351,1
5352,0
5353,0
5354,1
5355,0
5356,0
5357,0
5358,1
5359,1
5360,0
5361,1
5362,1
5363,1
5364,1
5365,1
5366,0
5367,0
5368,1
5369,1
5370,1
5371,1
5372,1
5373,1
5374,1
5375,1
5376,1
5377,0
5378,0
5379,3
5380,1
5381,0
5382,0
5383,0
5384,0
5385,1
5386,1
5387,1
5388,1
5389,0
5390,1
5391,1
5392,2
5393,0
5394,2
5395,0
5396,0
5397,1
5398,1
5399,1
5400,1
5401,0
5402,1
5403,1
5404,1
5405,1
5406,0
5407,1
5408,0
5409,0
5410,1
5411,0
5412,2
5413,1
5414,2
5415,1
5416,1
5417,0
5418,0
5419,1
5420,1
5421,1
5422,0
5423,0
5424,0
5425,0
5426,0
5427,1
5428,1
5429,0
5430,1
5431,1
5432,0
5433,0
5434,1
5435,1
5436,0
5437,0
5438,2
5439,1
5440,0
5441,1
5442,0
5443,0
5444,0
5445,1
5446,1
5447,1
5448,1
5449,1
5450,2
5451,0
5452,0
5453,1
5454,1
5455,0
5456,1
5457,1
5458,2
5459,0
5460,2
5461,0
5462,4
5463,1
5464,1
5465,1
5466,1
5467,0
5468,1
5469,1
5470,0
5471,0
5472,0
5473,2
5474,1
5475,1
5476,1
5477,1
5478,1
5479,0
5480,0
5481,0
5482,0
5483,0
5484,1
5485,0
5486,0
5487,1
5488,0
5489,1
5490,3
5491,0
5492,0
5493,0
5494,1
5495,1
5496,1
5497,0
5498,1
5499,0
5500,1
5501,2
5502,0
5503,0
5504,1
5505,1
5506,2
5507,1
5508,1
5509,0
5510,0
5511,1
5512,2
5513,0
5514,0
5515,1
5516,0
5517,1
5518,0
5519,1
5520,1
5521,0
5522,1
5523,2
5524,1
5525,1
5526,0
5527,1
5528,1
5529,0
5530,0
5531,1
5532,1
5533,1
5534,0
5535,0
5536,1
5537,1
5538,1
5539,0
5540,1
5541,1
5542,1
5543,0
5544,0
5545,1
5546,0
5547,0
5548,0
5549,0
5550,0
5551,1
5552,0
5553,0
5554,1
5555,0
5556,0
5557,1
5558,1
5559,2
5560,0
5561,0
5562,1
5563,1
5564,0
5565,0
5566,3
5567,0
5568,1
5569,0
5570,1
5571,1
5572,1
5573,1
5574,0
5575,1
5576,1
5577,0
5578,1
5579,0
5580,1
5581,1
5582,1
5583,1
5584,1
5585,0
5586,0
5587,2
5588,0
5589,1
5590,0
5591,1
5592,1
5593,0
5594,4
5595,2
5596,1
5597,0
5598,0
5599,0
5600,0
5601,1
5602,1
5603,1
5604,1
5605,0
5606,1
5607,2
5608,0
5609,1
5610,2
5611,0
5612,1
5613,1
5614,0
5615,1
5616,1
5617,0
5618,0
5619,1
5620,0
5621,1
5622,1
5623,1
5624,0
5625,1
5626,0
5627,1
5628,1
5629,1
5630,1
5631,0
5632,0
5633,1
5634,1
5635,1
5636,0
5637,1
5638,1
5639,1
5640,0
5641,1
5642,0
5643,0
5644,1
5645,0
5646,1
5647,1
5648,0
5649,0
5650,1
5651,1
5652,1
5653,1
5654,1
5655,1
5656,0
5657,0
5658,1
5659,0
5660,1
5661,0
5662,1
5663,1
5664,0
5665,0
5666,1
5667,0
5668,0
5669,0
5670,2
5671,1
5672,0
5673,0
5674,0
5675,1
5676,1
5677,0
5678,0
5679,1
5680,1
5681,1
5682,1
5683,0
5684,0
5685,0
5686,2
5687,1
5688,0
5689,1
5690,1
5691,1
5692,0
5693,0
5694,2
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,2
5703,1
5704,1
5705,0
5706,0
5707,1
5708,1
5709,0
5710,1
5711,1
5712,0
5713,1
5714,0
5715,1
5716,1
5717,1
5718,1
5719,1
5720,2
5721,1
5722,1
5723,1
5724,1
5725,1
5726,1
5727,1
5728,0
5729,0
5730,1
5731,0
5732,1
5733,0
5734,0
5735,0
5736,2
5737,0
5738,1
5739,0
5740,0
5741,1
5742,1
5743,0
5744,1
5745,0
5746,1
5747,1
5748,1
5749,0
5750,1
5751,0
5752,0
5753,2
5754,0
5755,0
5756,1
5757,1
5758,0
5759,1
5760,0
5761,0
5762,1
5763,1
5764,1
5765,0
5766,0
5767,0
5768,0
5769,1
5770,0
5771,0
5772,1
5773,2
5774,1
5775,2
5776,1
5777,1
5778,0
5779,1
5780,0
5781,0
5782,1
5783,1
5784,1
5785,0
5786,1
5787,0
5788,1
5789,1
5790,1
5791,1
5792,1
5793,0
5794,0
5795,0
5796,1
